(108,138,207)
(98,138,209)
(98,138,206)
(106,137,209)
(111,132,202)
(122,137,207)
(124,143,210)
(110,145,212)
(98,140,204)
(95,130,198)
(97,129,194)
(110,132,199)
(110,137,199)
(97,137,201)
(92,132,199)
(105,130,206)
(106,129,207)
(95,132,206)
(84,130,201)
(73,130,194)
(73,134,190)
(79,134,191)
(94,135,193)
(116,142,199)
(119,134,193)
(124,127,191)
(126,129,194)
(126,135,204)
(122,142,209)
(114,142,210)
(111,138,207)
(127,140,215)
(119,137,207)
(97,135,202)
(87,134,196)
(90,130,194)
(102,134,199)
(110,140,201)
(106,143,204)
(87,145,206)
(81,140,201)
(86,134,199)
(100,135,202)
(118,134,209)
(119,130,209)
(105,132,210)
